record_id,source_organization,source_dataset,source_url,source_record_id,source_type,is_synthetic,date,site,industry_domain,report_type,activity,narrative_text,hazard,unsafe_act,unsafe_condition,barrier,barrier_status,potential_consequence,actual_outcome,sif_potential,sif_reason,life_saving_rule,injury_severity_actual,age,sex,naics_code,ingestion_date,schema_version,is_duplicate_group_id,is_empty_or_malformed,has_possible_pii
sif_guard_seed__OIL-00411,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00411,real_ihm_stefanini,False,2017-06-18,Real-Local_04,oil_and_gas,Incident,Mining,"Being 9:40 a.m. The driver of the AEQ-819 plate dump truck (35 Ton) was heading to the loading area Nv.1850, OB5, Tj 007, Bp.105, parking and proceeding with the ore loading with the scoop (11 ydrs) , at that moment, lift the first scoop towards the hopper and a large bank falls, causing the tipper to shake violently and the operator to be hit with the gear lever, communicate with the supervisor and evacuated to the medical center .",remains of choco,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00196,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00196,real_ihm_stefanini,False,2016-08-22,Real-Local_05,oil_and_gas,Incident,Metals,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",Pressed,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00753,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00753,synthetic,True,2025-08-06,Site C - Kumchai,oil_and_gas,UA,Production Operations,Spill of a small quantity of water near the canteen was cleaned up promptly.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00993,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00993,synthetic,True,2026-01-26,Site A - Duliajan,oil_and_gas,UC,Production Operations,"An operator noted the LOTO log entry had a minor formatting error, corrected on the spot.",None identified,UNKNOWN,UNKNOWN,Zero-energy check,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00226,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00226,real_ihm_stefanini,False,2016-09-29,Real-Local_04,oil_and_gas,Incident,Mining,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01012,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01012,synthetic,True,2026-02-09,Site E - Barekuri Pipeline,oil_and_gas,Near Miss,Production Operations,An operator found the water cooler in the rest area was not working; complaint logged. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00367,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00367,real_ihm_stefanini,False,2017-04-06,Real-Local_06,oil_and_gas,Incident,Metals,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00929,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00929,synthetic,True,2025-12-09,Site C - Kumchai,oil_and_gas,UA,Maintenance,An operator noted a squeaky door hinge in the changing room; lubricated same day. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00204,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00204,real_ihm_stefanini,False,2016-09-01,Real-Local_05,oil_and_gas,Incident,Metals,"The clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw, which cut the glove and caused a wound in his right hand.",Manual Tools,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00221,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00221,real_ihm_stefanini,False,2016-09-21,Real-Local_03,oil_and_gas,Incident,Mining,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00454,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00454,synthetic,True,2025-01-17,Site E - Barekuri Pipeline,oil_and_gas,UA,Housekeeping,A field engineer found the water cooler in the rest area was not working; complaint logged. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01240,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01240,synthetic,True,2026-07-05,Site C - Kumchai,oil_and_gas,UA,Housekeeping,An operator reported a flickering light in the break room; maintenance ticket raised.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00399,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00399,real_ihm_stefanini,False,2017-05-23,Real-Local_03,oil_and_gas,Incident,Mining,"In circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. After the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01050,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01050,synthetic,True,2026-03-03,Site C - Kumchai,oil_and_gas,UC,Maintenance,A maintenance crew member continued welding after the hot work permit had expired.,Explosion,UNKNOWN,UNKNOWN,Gas testing (flammable atmosphere),Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01204,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01204,synthetic,True,2026-06-14,Site C - Kumchai,oil_and_gas,UA,Production Operations,A shift technician noted a squeaky door hinge in the changing room; lubricated same day. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00274,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00274,real_ihm_stefanini,False,2016-12-15,Real-Local_05,oil_and_gas,Incident,Metals,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00584,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00584,synthetic,True,2025-04-20,Site B - Moran,oil_and_gas,UA,Housekeeping,A shift technician suggested better labeling for stationery cupboards in the office. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15381,False,False
sif_guard_seed__OIL-01231,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01231,synthetic,True,2026-07-01,Site B - Moran,oil_and_gas,UA,Production Operations,A shift technician suggested better labeling for stationery cupboards in the office. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15381,False,False
sif_guard_seed__OIL-00422,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00422,real_ihm_stefanini,False,2017-07-04,Real-Local_03,oil_and_gas,Incident,Mining,"The collaborator moved from the infrastructure office (Julio to the toilets, when the pin of the right shoe is hooked on the bra of the left shoe causing not to take the step and fall untimely, causing injury described.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01280,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01280,synthetic,True,2026-08-02,Site B - Moran,oil_and_gas,UC,Production Operations,A loose floor tile was noticed by a shift technician in the administrative block corridor. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00177,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00177,real_ihm_stefanini,False,2016-07-20,Real-Local_05,oil_and_gas,Incident,Metals,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",Chemical substances,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00022,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00022,real_ihm_stefanini,False,2016-02-09,Real-Local_03,oil_and_gas,Incident,Mining,"In the Raise chamber, when the operator and assistant removed the drilling bar from the 71R drilling machine - weight approx. 500 Kg - holding it at the top with a 2 TM stroke and assisted with jibs to move horizontally, the operator's jib on the bottom slides by moving the top of the drill bar causing the assistant's bar to enforce his assistant's hand between the bar and the piston of the equipment.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00424,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00424,real_ihm_stefanini,False,2017-07-06,Real-Local_05,oil_and_gas,Incident,Metals,"The Employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.",Cut,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00174,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00174,real_ihm_stefanini,False,2016-07-15,Real-Local_05,oil_and_gas,Incident,Metals,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",Chemical substances,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00157,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00157,real_ihm_stefanini,False,2016-06-21,Real-Local_01,oil_and_gas,Incident,Mining,"When the mechanical technician proceeded to perform the maintenance of motor supports of a tipper, he decided to bring a wooden block, for which he moved to the temporary storage of materials - located at 10 m. of the tipper - in circumstances in which he sought the cue; the camera of a tire burst suddenly (it was on the right and 2 m. of the involved); the thunderous sound affected the right ear of the worker. The tire that exploded has 110 psi of pressure approximately, at the time of the event they were stacked 3 pneumatic, the second was the one that exploded (presented cut - place where the energy was released). The tire that was in the upper part was not projected. The tires were left by the previous guard (night shift), the storage area does not have a roof. In the place of the event only the affected mechanic was located (at 2m.) And at a distance of 70m. there were other workers. In the area 5 trucks were parked, none of them suffered damage to the glass.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00235,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00235,real_ihm_stefanini,False,2016-10-10,Real-Local_03,oil_and_gas,Incident,Mining,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00651,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00651,synthetic,True,2025-06-04,Site A - Duliajan,oil_and_gas,Near Miss,Maintenance,A new joinee suggested better labeling for stationery cupboards in the office.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15368,False,False
sif_guard_seed__OIL-00682,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00682,synthetic,True,2025-06-22,Site E - Barekuri Pipeline,oil_and_gas,UA,Housekeeping,A new joinee suggested better labeling for stationery cupboards in the office.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15368,False,False
sif_guard_seed__OIL-01258,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01258,synthetic,True,2026-07-20,Site E - Barekuri Pipeline,oil_and_gas,UA,Housekeeping,A new joinee suggested better labeling for stationery cupboards in the office.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15368,False,False
sif_guard_seed__OIL-00734,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00734,synthetic,True,2025-07-24,Site B - Moran,oil_and_gas,UA,Production Operations,A new joinee noted a squeaky door hinge in the changing room; lubricated same day. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00420,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00420,real_ihm_stefanini,False,2017-06-29,Real-Local_02,oil_and_gas,Incident,Mining,"After maintenance on Boltec 03 at level 285 GTS of Rampa XXX, the mechanic and operator of the equipment performed tests on the equipment magazine. When the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.",Pressed,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00503,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00503,synthetic,True,2025-02-28,Site D - Jorajan,oil_and_gas,Incident,Maintenance,A shift technician suggested better labeling for stationery cupboards in the office. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00369,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00369,real_ihm_stefanini,False,2017-04-10,Real-Local_02,oil_and_gas,Incident,Mining,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",Chemical substances,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00092,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00092,real_ihm_stefanini,False,2016-04-16,Real-Local_04,oil_and_gas,Incident,Mining,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident.",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00664,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00664,synthetic,True,2025-06-11,Site C - Kumchai,oil_and_gas,UC,Maintenance,A rigger disabled a machine guard interlock to clear a jam on the hydraulic line without stopping the equipment. Corrective action was raised on the spot.,Disabled safety interlock,UNKNOWN,UNKNOWN,Interlock system,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Bypassing Safety Controls,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01230,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01230,synthetic,True,2026-06-30,Site E - Barekuri Pipeline,oil_and_gas,UC,Maintenance,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00576,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00576,synthetic,True,2025-04-18,Site D - Jorajan,oil_and_gas,UC,Production Operations,A third-party worker was found not wearing safety glasses while filing paperwork in the site office.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01118,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01118,synthetic,True,2026-04-13,Site E - Barekuri Pipeline,oil_and_gas,UA,Maintenance,Confined space entry permit was not obtained before a rigger entered the vessel for inspection.,Oxygen-deficient atmosphere,UNKNOWN,UNKNOWN,Gas testing,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Confined Space,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00378,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00378,real_ihm_stefanini,False,2017-04-23,Real-Local_06,oil_and_gas,Incident,Metals,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",Projection,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,No,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00846,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00846,synthetic,True,2025-10-07,Site D - Jorajan,oil_and_gas,UA,Production Operations,A shift technician reported that the office AC filter needed cleaning. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00381,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00381,real_ihm_stefanini,False,2017-04-25,Real-Local_01,oil_and_gas,Incident,Mining,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",Pressed,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00324,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00324,real_ihm_stefanini,False,2017-02-09,Real-Local_03,oil_and_gas,Incident,Mining,"the Spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the Atlas AXS-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.",Power lock,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00931,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00931,synthetic,True,2025-12-11,Site D - Jorajan,oil_and_gas,Near Miss,Lifting Operations,No competent banksman was present while a rigger directed a crane lift. This was flagged as a high-priority observation.,Crane instability,UNKNOWN,UNKNOWN,Load chart compliance,Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00935,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00935,synthetic,True,2025-12-12,Site D - Jorajan,oil_and_gas,Near Miss,Hot Work,An operator carried out grinding work without a valid hot work permit near the gas compressor skid. The activity was halted and the area was made safe.,Explosion,UNKNOWN,UNKNOWN,Gas testing (flammable atmosphere),Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Hot Work,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01310,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01310,synthetic,True,2026-08-25,Site E - Barekuri Pipeline,oil_and_gas,Incident,Confined Space Entry,A contract technician entered a pit for cable work without checking for oxygen deficiency; gas detector was not carried. This was flagged as a high-priority observation.,Toxic atmosphere,UNKNOWN,UNKNOWN,Gas testing,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Confined Space,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
