report_id,date,site,activity,report_type,report_text,sif_potential,life_saving_rule,hazard,barrier,barrier_status,risk_level,source
OIL-00245,2016-10-26,Real-Local_01,Mining,Incident,"Once the ore loading in the LT-30 locomotive was completed; the penultimate car derails (7th car), by the presence of fragment of rock in the railway line, (weight of the car with mineral 8 tons), and to get it back on track the mining car, the victim makes use of a metal tube (length 1.20 meters and 4 ""diameter) to maneuver and reposition the mining car; at that moment the metallic tube loses stability and imprisons the victim's hand against the strut of the mining car. The collaborator at the time of the event towards the use of his leather gloves.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00246,2016-10-27,Real-Local_03,Mining,Incident,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00247,2016-10-29,Real-Local_03,Mining,Incident,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00248,2016-10-29,Real-Local_08,Metals,Incident,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",Yes,Unmapped,Pressed,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00249,2016-11-04,Real-Local_03,Mining,Incident,"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00250,2016-11-08,Real-Local_04,Mining,Incident,"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00251,2016-11-08,Real-Local_08,Metals,Incident,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00252,2016-11-11,Real-Local_06,Metals,Incident,"Approximately at 02:10 a.m. Mr. Wilmer approaches the C150 drying tower for the placement of a blanket, to cover the entrance manhole of the tower; at that moment the manhole cover resting on the railing slides, impacting on his right leg.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00253,2016-11-13,Real-Local_06,Metals,Incident,"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",No,Unmapped,Plates,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00254,2016-11-19,Real-Local_04,Mining,Incident,"The workers: César (injured) and Nilton receive the order of their immediate supervisor Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment of the fingers of the left hand. Staff is taken to the medical center by the supervisor.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00255,2016-11-21,Real-Local_10,Others,Incident,"In the region of Povoado Vista - Martinópole - CE, the employee Fábio de Vieira performed soil collection activities in the field, together with the auxiliaries Manoel da Silva and Diassis do Nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. The team traveled to the city of Granja and the employee was referred to the hospital for consultation. The doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. By medical evaluation the employee can carry out his activities normally.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00256,2016-11-23,Real-Local_06,Metals,Incident,"The operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. The worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. He was treated at the medical center with local treatment, referred to the Clinic for re-evaluation.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00257,2016-11-23,Real-Local_04,Mining,Incident,"Being approx. 3:10 a.m. Mr. Denis made the mesh placed in a ventilation plug up a ladder, while trying to do a wire tie, suddenly had an imbalance due to the manipulation of tools falling from the third step, propiciándose a blow in the right knee and a wound of the wrist of the right hand. Later he was evacuated to the post where he received first aid.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00258,2016-11-25,Real-Local_07,Mining,Incident,The employee reports that upon initiating 615 RLC front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00259,2016-11-28,Real-Local_03,Mining,Incident,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00260,2016-11-29,Real-Local_08,Metals,Incident,"During the exchange of the shock-bearing housing, the employee used a sledgehammer to hit the pipe. At this stage of the activity the hammer hit the stepladder that was very close, coming to (hand tool) to be projected onto the left hand thumb, which was holding the piece.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00261,2016-11-30,Real-Local_03,Mining,Incident,"After the welder completed the welding work to reinforce the forms in the deepening, he walked towards the distant truck at about 40 mt, at which point the welder stepped on a fragment of rock of 5 cm x 10cm x 5cm approx. which generates that the foot flexes and generates the injury in the worker.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00262,2016-12-01,Real-Local_03,Mining,Incident,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00263,2016-12-01,Real-Local_03,Mining,Incident,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00264,2016-12-01,Real-Local_03,Mining,Incident,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00265,2016-12-08,Real-Local_01,Mining,Incident,"At times when four mechanics performed the removal of a (1TM) engine on a positive slope using a key and a tyrfor, at the time that the 1st welder tightened the key (12 Kg of weight) when pulling the chain the eyebolt that held the Click on the roof of the work is broken transversely causing the fall of the key hitting the helmet of the welder mechanic causing cervical contracture. The tirfor was used during the activity as a second protection to prevent the engine from falling.",Yes,Line of Fire,Suspended Loads,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00266,2016-12-08,Real-Local_01,Mining,Incident,"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00267,2016-12-09,Real-Local_02,Mining,Incident,"During the withdrawal of the metal form support screw in the Inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00268,2016-12-10,Real-Local_04,Mining,Incident,"At 18:40 hours, in moments when Mr. Claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was Mr. Wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00269,2016-12-12,Real-Local_08,Metals,Incident,"When entering the caustic soda containment basin to place the hose to make the suction, at this stage there was steam formation, striking the employee in the right and left calf.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00270,2016-12-13,Real-Local_02,Mining,Incident,"During the activities of revegetation of the slopes of the pit pit II, the employee hitting the sledgehammer on the rods for installation of the lifeline, it hit his right leg, causing a slight excoriation.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00271,2016-12-12,Real-Local_04,Mining,Incident,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00272,2016-12-12,Real-Local_05,Metals,Incident,"Employee reports that he performed an activity in the area of ​​the Ustulación, under the coordination of Maintenance when he was hit by dust from the ustulado, causing irritation in the eye region.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00273,2016-12-13,Real-Local_06,Metals,Incident,"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they turn on the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00274,2016-12-15,Real-Local_05,Metals,Incident,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00275,2016-12-15,Real-Local_03,Mining,Incident,"happened?): During the maintenance of the Bolter equipment; the collaborator uses a carpenter's hammer to be able to remove a link in the chain of advance the drilling machine, in moments that hits on the side of the chain, the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00276,2016-12-16,Real-Local_08,Metals,Incident,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00277,2016-12-19,Real-Local_04,Mining,Incident,"In circumstances that the operator performed the lifting of an 8-inch vitaulic pipe, this is imprisoned in the structure of the railing of the truck, instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00278,2016-12-23,Real-Local_04,Mining,Incident,"When performing the movement of the bar to make room and place a calibrator. Mr. Chuquillanqui pushes the bar with both hands turning it, being at that moment imprisoned the middle finger of the left hand against the other bar that was ahead.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00279,2016-12-22,Real-Local_05,Metals,Incident,"Employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00280,2016-12-22,Real-Local_01,Mining,Incident,"At the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00281,2016-12-23,Real-Local_03,Mining,Incident,"At level 4150 Geology - Surface, master mine to temporarily repair water leakage from a 4-inch diameter metal distributor, makes a cut of a rim chamber strip of 4cm wide x 100cm long making Using a cutter, his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut. At the time of the event the worker was wearing boss gloves.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00282,2016-12-26,Real-Local_06,Metals,Incident,"Mr. Marcelo withdrew foam from the ajax oven, using the metal spoon to empty it into the foam waste container. At that moment splash of slag residues, impacting the face and generating a surface burn. The worker was wearing a face mask.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00283,2016-12-28,Real-Local_05,Metals,Incident,"Employee reports that when trying to remove one of the plates from the overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00284,2016-12-30,Real-Local_04,Mining,Incident,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00285,2016-12-31,Real-Local_04,Mining,Incident,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00286,2017-01-02,Real-Local_06,Metals,Incident,"At 13:40 hours, Mr. Jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.",No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00287,2017-01-05,Real-Local_01,Mining,Incident,"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00288,2017-01-05,Real-Local_03,Mining,Incident,"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00289,2017-01-06,Real-Local_08,Metals,Incident,"During the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",No,Unmapped,Pressed,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00290,2017-01-07,Real-Local_04,Mining,Incident,"When making the change of support of the vertical pump of 6 ""(40357 Zinc two mechanics raised a beam in"" H ""(4"" x 2.7 m and 45 kg.) One at each end and being at the height of The injured person's knee slips from his hands causing the injury described.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00291,2017-01-08,Real-Local_06,Metals,Incident,"At 11:25 a.m., the deslaminator stops untimely, then the operator lowers and locks the machine to verify the failure, detecting locking of the sheet between the basket and the manipulator. The operator tries to arrange the sheet manually and when pulling the sheet, this one cuts the palm of the right hand with the edge of the sheet, is referred to the medical center for attention.",No,Unmapped,Cut,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00292,2017-01-08,Real-Local_05,Metals,Incident,"Employee performed withdrawal of electrical failure in the engine control drawer of the TQ 14 A, after the check and exchange of fuses, it closed the door of the drawer and energized the drawer, at this moment an arc was opened, reaching the face and part of the employee's forearm, causing minor burns.",Yes,Line of Fire,Projection/Burning,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00293,2017-01-09,Real-Local_01,Mining,Incident,"In circumstances where the worker hit the support of the drill beam advance cylinder to align the base of the beam with the holes of the beam and place the bolt, mechanical hammer slips and by inertia the mechanic's hand hits the edge of the beam causing the injury. At the time of the accident the employee had all the PPE for this activity.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00294,2017-01-09,Real-Local_03,Mining,Incident,"At level 2995 access # 7, Scissor # 187 performed the sustaining activity, drilling the drill to install the Split when lifting the electrowelded mesh of 12 square meters (6m x 2m), weight 21 kg. Approximately to the team's platform, the assistant slips and feels a pain in the inner edge of the right knee.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00295,2017-01-10,Real-Local_10,Others,Incident,"The auxiliary of general services I, Paulo e Silva, with 5 months and 10 days of work, was performing the activity of soil collection. During the movement of equipment to the next point, holding a lever, it encountered a piece of sloping ground and with interlaced vegetation, which caused the fall of the to the left, the same side where the tool was held. The rapid fall prevented the employee from leaning, causing a shock of the elbow with the ground. The employee continued the activity for another 3 points of sample collection until he felt the arm bothering.",Yes,Unmapped,Fall prevention,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00296,2017-01-12,Real-Local_08,Metals,Incident,"During the reduction activity in the tube, the employee attached the tube to the walrus, and when he hit the tube with the hammer, he untied the walrus by reaching his finger.",No,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00297,2017-01-14,Real-Local_03,Mining,Incident,"During the activity of settling of concrete blocks for the ventilation plug wall in the CX-943 of level 3590, in circumstances that the worker made the setting of the union between concrete blocks, a polyethylene pipe of 2 ""diameter was picks up the spike and when it hits it hits the top of the worker's protector.",Yes,Line of Fire,Projection,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00298,2017-01-17,Real-Local_03,Mining,Incident,"At level 3450, Tajo area 2; after completing the drilling of drills for loading; the operator removes the bit from the jumbo arm and walks towards the crew cabin; from the crown of the work a fragment of rock that passes through the cocada of the mesh of 3 ""and impacts on its helmet and rebound hits the right shoulder of the operator, generating the described injury.",No,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00299,2017-01-17,Real-Local_08,Metals,Incident,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",Yes,Unmapped,Liquid Metal,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00300,2017-01-17,Real-Local_08,Metals,Incident,"During routine slimming activity of the kiln 8 of the battery 1. The employee began to remove the waste inside the crucible with the aid of a skimmer, felt pain in the left shoulder.",Yes,Unmapped,Others,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00301,2017-01-20,Real-Local_06,Metals,Incident,"At 15:05 hours, Mr. Cesar Tello-MOINSAC, was carrying out the work of assembling the water line, for that he climbs up the cat ladder and at an approximate height of 2.5 meters he vanishes and falls, hitting himself on the way, being transferred to the medical center for his attention.",Yes,Unmapped,Fall prevention,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00302,2017-01-20,Real-Local_04,Mining,Incident,"When manipulating materials on the master drill truck, the operators decide to make space by moving a radiator, at that moment the driver of the truck is imprisoned the little finger of the left hand against the bar.",No,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00303,2017-01-21,Real-Local_02,Mining,Incident,"Employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00304,2017-01-21,Real-Local_02,Mining,Incident,"Employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00305,2017-01-23,Real-Local_04,Mining,Incident,"Being 4:15 a.m. on the 179th block of Nv 1880 Ob 2, at the moment that Messrs. and Roger (injured), cleaned the 14th drill of the radial mesh that was in an inclined shape in the right gable, moment that detaches fragments of rock of 5x5x2 cm. impacting the shoulder.",Yes,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00306,2017-01-24,Real-Local_05,Metals,Incident,"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee.",No,Working at Height,Fall,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00307,2017-01-24,Real-Local_10,Others,Incident,"On 01/24/2017, at 12:25 a.m., during the activity of collecting soil, the collaborator Milton ran into a branch and was attacked by maribondos. He was bitten twice in the head. No pain, swelling and no allergic symptoms continued with their activities.",No,Unmapped,Venomous Animals,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00308,2017-01-25,Real-Local_03,Mining,Incident,"During the process of loading drills in the Carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; At this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator.",Yes,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00309,2017-01-27,Real-Local_04,Mining,Incident,"Being 00:10 am at times when the collaborator was passing a tubo ""PVC pipe to the loader to uncover the fifth hole that was obstructed by a piece of rock. The operator of the Jetanol accidentally activates the air valve, causing the loading pipe that was in the floor to rise suddenly throwing prils of anfo (excess in pipe) on the cheekbone and eyelid of the right eye of the victim.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00310,2017-01-29,Real-Local_01,Mining,Incident,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.",No,Driving,Vehicles and Mobile Equipment,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00311,2017-01-28,Real-Local_01,Mining,Incident,"At the moment of entering through the mouth of Tunel 3600, the employee moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, immediately evacuated him to Natclar after reporting to the control center.",No,Driving,Vehicles and Mobile Equipment,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00312,2017-01-31,Real-Local_08,Metals,Incident,"During the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00313,2017-01-31,Real-Local_01,Mining,Incident,"Upon entering the mine interior; the bodeguero is located only in the litorina N ° 13, last of the convoy; during its displacement, the litorina derails and advances approximately 15 meters; it is when the operator observes this event and before entering through the entrance gate paralyzes the displacement of the convoy. The winemaker had his full EPPs on.",Yes,Driving,Vehicles and Mobile Equipment,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00314,2017-02-01,Real-Local_10,Others,Incident,"On 01/02/2017, at 10:15 a.m., when performing the Soil activity, the collaborator Alex used a pickaxe to assist in the opening of the collection hole. As he struck the ferranta on the ground, he had a fragment of rock projected on his forehead causing a small cut. The activity was paralyzed for a few moments and it was not necessary to go to the doctor, the employee continued the activities normally.",No,Line of Fire,Projection/Choco,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00315,2017-02-04,Real-Local_02,Mining,Incident,Employee was performing drilling activity with the LM17 probe at level 585 GPS and when positioning the needle stem came to hit the left hand ring finger against the retraction box causing superficial injury.,No,Unmapped,Manual Tools,Unknown (not recorded in source),Unknown,MEDIUM,real_ihm_stefanini
OIL-00316,2017-02-05,Real-Local_10,Others,Incident,"On 05/02/2017, at 10:40 p.m., when performing geological mapping activity, the geologist Manoel da Silva accompanied by the geologists Luciano dos Santos and Dayme had to make the crossing to the other side of a fence barbed wire, known in the region as a goat. It is a fence that from the base up to about 60cm in height is made by rods interlaced horizontally and upwards made with little barbed wire barbed, around 15 to 20cm. I jumped on the fence, and still on the fence I managed to ""sweep"" the vegetation with the left foot but even so while supporting the foot on the ground a stump of approximately 10cm x 1cm came to break the sole of the boot and cause the perforation in the left foot at the height of the fingers.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00317,2017-02-07,Real-Local_04,Mining,Incident,"The collaborator completed the misalignment of the nut on the left side of the chute scraper of strip No. 9-2, when he gets up he turns and hits the head guard with the railing, hitting the lenses generating the injury.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
OIL-00318,2017-02-07,Real-Local_03,Mining,Incident,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.",Yes,Unmapped,remains of choco,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00319,2017-02-08,Real-Local_03,Mining,Incident,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",Yes,Unmapped,Cut,Unknown (not recorded in source),Unknown,HIGH,real_ihm_stefanini
OIL-00320,2017-02-08,Real-Local_08,Metals,Incident,"During the preparation for the office cleaning activity, the employee made use of the stair railing, it had contact with the clamp used to lock the signaling board.",No,Unmapped,Others,Unknown (not recorded in source),Unknown,LOW,real_ihm_stefanini
