source_dataset,source_term,mapped_rule_id,mapping_confidence,notes
severe_injury_reports_jboysen,"Other jump to lower level, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Other jump to lower level, unspecified' in EventTitle"
severe_injury_reports_jboysen,Other structural fire without collapse,Unmapped,n/a,No confident IOGP rule match for 'Other structural fire without collapse' in EventTitle
severe_injury_reports_jboysen,"Overexertion and bodily reaction and exertion, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion and bodily reaction and exertion, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Overexertion and bodily reaction, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion and bodily reaction, unspecified' in EventTitle"
severe_injury_reports_jboysen,Overexertion in catching-single episode,Unmapped,n/a,No confident IOGP rule match for 'Overexertion in catching-single episode' in EventTitle
severe_injury_reports_jboysen,"Overexertion in holding, carrying, or wielding-multiple episodes",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in holding, carrying, or wielding-multiple episodes' in EventTitle"
severe_injury_reports_jboysen,"Overexertion in holding, carrying, or wielding-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in holding, carrying, or wielding-single episode' in EventTitle"
severe_injury_reports_jboysen,"Overexertion in lifting, lowering, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in lifting, lowering, unspecified' in EventTitle"
severe_injury_reports_jboysen,Overexertion in lifting-multiple episodes,Unmapped,n/a,No confident IOGP rule match for 'Overexertion in lifting-multiple episodes' in EventTitle
severe_injury_reports_jboysen,Overexertion in lifting-single episode,Unmapped,n/a,No confident IOGP rule match for 'Overexertion in lifting-single episode' in EventTitle
severe_injury_reports_jboysen,Overexertion in lowering-single episode,Unmapped,n/a,No confident IOGP rule match for 'Overexertion in lowering-single episode' in EventTitle
severe_injury_reports_jboysen,"Overexertion in pushing, pulling, or turning, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in pushing, pulling, or turning, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Overexertion in pushing, pulling, or turning-multiple episodes",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in pushing, pulling, or turning-multiple episodes' in EventTitle"
severe_injury_reports_jboysen,"Overexertion in pushing, pulling, or turning-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion in pushing, pulling, or turning-single episode' in EventTitle"
severe_injury_reports_jboysen,Overexertion in throwing-single episode,Unmapped,n/a,No confident IOGP rule match for 'Overexertion in throwing-single episode' in EventTitle
severe_injury_reports_jboysen,"Overexertion involving outside sources, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion involving outside sources, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Overexertion involving outside sources, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Overexertion involving outside sources, unspecified' in EventTitle"
severe_injury_reports_jboysen,Parachuting incident,Unmapped,n/a,No confident IOGP rule match for 'Parachuting incident' in EventTitle
severe_injury_reports_jboysen,Part of occupants body caught between vehicle and other object in nonroadway transport incident,Unmapped,n/a,No confident IOGP rule match for 'Part of occupants body caught between vehicle and other object in nonroadway transport incident' in EventTitle
severe_injury_reports_jboysen,Pedal cycle collision in nonroadway area,Unmapped,n/a,No confident IOGP rule match for 'Pedal cycle collision in nonroadway area' in EventTitle
severe_injury_reports_jboysen,Pedal cycle collision in roadway,Unmapped,n/a,No confident IOGP rule match for 'Pedal cycle collision in roadway' in EventTitle
severe_injury_reports_jboysen,"Pedal cycle incident, n.e.c",Unmapped,n/a,"No confident IOGP rule match for 'Pedal cycle incident, n.e.c' in EventTitle"
severe_injury_reports_jboysen,Pedestrian struck by aircraft or propeller,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by aircraft or propeller' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by forward-moving vehicle in nonroadway area,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by forward-moving vehicle in nonroadway area' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by forward-moving vehicle in roadway,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by forward-moving vehicle in roadway' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by forward-moving vehicle in work zone,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by forward-moving vehicle in work zone' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by forward-moving vehicle on side of road,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by forward-moving vehicle on side of road' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by rail vehicle-transportation incident,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by rail vehicle-transportation incident' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle backing up in nonroadway area,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle backing up in nonroadway area' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle backing up in roadway,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle backing up in roadway' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle backing up in work zone,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle backing up in work zone' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle backing up on side of road,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle backing up on side of road' in EventTitle
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in nonroadway area, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in nonroadway area, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in nonroadway area, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in nonroadway area, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in roadway, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in roadway, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in roadway, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in roadway, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in work zone, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in work zone, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle in work zone, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle in work zone, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian struck by vehicle on side of road, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian struck by vehicle on side of road, unspecified' in EventTitle"
severe_injury_reports_jboysen,Pedestrian struck by vehicle propelled by another vehicle in  nonroadway area,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle propelled by another vehicle in  nonroadway area' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle propelled by another vehicle in roadway,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle propelled by another vehicle in roadway' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle propelled by another vehicle in work zone,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle propelled by another vehicle in work zone' in EventTitle
severe_injury_reports_jboysen,Pedestrian struck by vehicle propelled by another vehicle on side of road,Unmapped,n/a,No confident IOGP rule match for 'Pedestrian struck by vehicle propelled by another vehicle on side of road' in EventTitle
severe_injury_reports_jboysen,"Pedestrian vehicular incident, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian vehicular incident, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Pedestrian vehicular incident, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Pedestrian vehicular incident, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Rail vehicle incident, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Rail vehicle incident, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Ran off driving surface, nonroadway",Unmapped,n/a,"No confident IOGP rule match for 'Ran off driving surface, nonroadway' in EventTitle"
severe_injury_reports_jboysen,Ran off roadway,Unmapped,n/a,No confident IOGP rule match for 'Ran off roadway' in EventTitle
severe_injury_reports_jboysen,"Roadway collision with object other than vehicle, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Roadway collision with object other than vehicle, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Roadway collision with other vehicle, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Roadway collision with other vehicle, unspecified' in EventTitle"
severe_injury_reports_jboysen,Roadway collision-moving and standing vehicle on side of roadway,Unmapped,n/a,No confident IOGP rule match for 'Roadway collision-moving and standing vehicle on side of roadway' in EventTitle
severe_injury_reports_jboysen,"Roadway collision-moving in opposite directions, oncoming",Unmapped,n/a,"No confident IOGP rule match for 'Roadway collision-moving in opposite directions, oncoming' in EventTitle"
severe_injury_reports_jboysen,Roadway collision-moving in same direction,Unmapped,n/a,No confident IOGP rule match for 'Roadway collision-moving in same direction' in EventTitle
severe_injury_reports_jboysen,Roadway collision-moving perpendicularly,Unmapped,n/a,No confident IOGP rule match for 'Roadway collision-moving perpendicularly' in EventTitle
severe_injury_reports_jboysen,"Roadway incident involving motorized land vehicle, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Roadway incident involving motorized land vehicle, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Roadway noncollision incident, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Roadway noncollision incident, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Roadway noncollision incident, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Roadway noncollision incident, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Rubbed or abraded by friction or pressure, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Rubbed or abraded by friction or pressure, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,Rubbed or abraded by objects being handled,Unmapped,n/a,No confident IOGP rule match for 'Rubbed or abraded by objects being handled' in EventTitle
severe_injury_reports_jboysen,"Rubbed or abraded by shoes, apparel, or accessories",Unmapped,n/a,"No confident IOGP rule match for 'Rubbed or abraded by shoes, apparel, or accessories' in EventTitle"
severe_injury_reports_jboysen,"Running, without other incident-repetitive or prolonged",Unmapped,n/a,"No confident IOGP rule match for 'Running, without other incident-repetitive or prolonged' in EventTitle"
severe_injury_reports_jboysen,"Running, without other incident-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Running, without other incident-single episode' in EventTitle"
severe_injury_reports_jboysen,"Self-inflicted injury-unintentional or intent unknown, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Self-inflicted injury-unintentional or intent unknown, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,Self-inflicted shooting-unintentional,Unmapped,n/a,No confident IOGP rule match for 'Self-inflicted shooting-unintentional' in EventTitle
severe_injury_reports_jboysen,Shooting by other person-intentional,Unmapped,n/a,No confident IOGP rule match for 'Shooting by other person-intentional' in EventTitle
severe_injury_reports_jboysen,Shooting by other person-unintentional,Unmapped,n/a,No confident IOGP rule match for 'Shooting by other person-unintentional' in EventTitle
severe_injury_reports_jboysen,Slip on substance without fall,Unmapped,n/a,No confident IOGP rule match for 'Slip on substance without fall' in EventTitle
severe_injury_reports_jboysen,Slip on vehicle without fall-nontransport,Unmapped,n/a,No confident IOGP rule match for 'Slip on vehicle without fall-nontransport' in EventTitle
severe_injury_reports_jboysen,"Slip or trip without fall, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Slip or trip without fall, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Slip or trip without fall, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Slip or trip without fall, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Slip without fall, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Slip without fall, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Slip without fall, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Slip without fall, unspecified' in EventTitle"
severe_injury_reports_jboysen,Small-scale (limited) fire,Unmapped,n/a,No confident IOGP rule match for 'Small-scale (limited) fire' in EventTitle
severe_injury_reports_jboysen,"Stabbing, cutting, slashing, piercing",Unmapped,n/a,"No confident IOGP rule match for 'Stabbing, cutting, slashing, piercing' in EventTitle"
severe_injury_reports_jboysen,"Standing, standing up-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Standing, standing up-single episode' in EventTitle"
severe_injury_reports_jboysen,Stepped on object,Unmapped,n/a,No confident IOGP rule match for 'Stepped on object' in EventTitle
severe_injury_reports_jboysen,Stings and venomous bites,Unmapped,n/a,No confident IOGP rule match for 'Stings and venomous bites' in EventTitle
severe_injury_reports_jboysen,Strangulation by other person,Unmapped,n/a,No confident IOGP rule match for 'Strangulation by other person' in EventTitle
severe_injury_reports_jboysen,"Struck against moving object or equipment, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck against moving object or equipment, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck against moving object or equipment, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck against moving object or equipment, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck against moving part of machinery or equipment,Unmapped,n/a,No confident IOGP rule match for 'Struck against moving part of machinery or equipment' in EventTitle
severe_injury_reports_jboysen,Struck against object or equipment while moving it,Unmapped,n/a,No confident IOGP rule match for 'Struck against object or equipment while moving it' in EventTitle
severe_injury_reports_jboysen,"Struck against object or equipment, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck against object or equipment, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck against object or equipment, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck against object or equipment, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck against stationary object or equipment while rising,Unmapped,n/a,No confident IOGP rule match for 'Struck against stationary object or equipment while rising' in EventTitle
severe_injury_reports_jboysen,"Struck against stationary object or equipment, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck against stationary object or equipment, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck against stationary object or equipment, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck against stationary object or equipment, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Struck bump, hole, or rough terrain in road surface",Unmapped,n/a,"No confident IOGP rule match for 'Struck bump, hole, or rough terrain in road surface' in EventTitle"
severe_injury_reports_jboysen,"Struck bump, hole, rough terrain on driving surface, nonroadway",Unmapped,n/a,"No confident IOGP rule match for 'Struck bump, hole, rough terrain on driving surface, nonroadway' in EventTitle"
severe_injury_reports_jboysen,"Struck by animal, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by animal, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by animal, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by animal, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck by discharged object or substance,Unmapped,n/a,No confident IOGP rule match for 'Struck by discharged object or substance' in EventTitle
severe_injury_reports_jboysen,"Struck by discharged or flying object, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by discharged or flying object, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by discharged or flying object, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by discharged or flying object, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Struck by dislodged flying object, particle",Unmapped,n/a,"No confident IOGP rule match for 'Struck by dislodged flying object, particle' in EventTitle"
severe_injury_reports_jboysen,"Struck by falling object or equipment, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by falling object or equipment, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by falling object or equipment, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by falling object or equipment, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck by falling part of powered vehicle still attached,Unmapped,n/a,No confident IOGP rule match for 'Struck by falling part of powered vehicle still attached' in EventTitle
severe_injury_reports_jboysen,Struck by object falling from vehicle or machinery-other than vehicle part,Unmapped,n/a,No confident IOGP rule match for 'Struck by object falling from vehicle or machinery-other than vehicle part' in EventTitle
severe_injury_reports_jboysen,Struck by object or equipment dropped by injured worker,Unmapped,n/a,No confident IOGP rule match for 'Struck by object or equipment dropped by injured worker' in EventTitle
severe_injury_reports_jboysen,Struck by object or equipment dropped by other person,Unmapped,n/a,No confident IOGP rule match for 'Struck by object or equipment dropped by other person' in EventTitle
severe_injury_reports_jboysen,Struck by object or equipment rolling freely,Unmapped,n/a,No confident IOGP rule match for 'Struck by object or equipment rolling freely' in EventTitle
severe_injury_reports_jboysen,"Struck by object or equipment, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by object or equipment, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by object or equipment, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by object or equipment, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck by or caught in swinging door or gate,Unmapped,n/a,No confident IOGP rule match for 'Struck by or caught in swinging door or gate' in EventTitle
severe_injury_reports_jboysen,Struck by other falling powered vehicle,Unmapped,n/a,No confident IOGP rule match for 'Struck by other falling powered vehicle' in EventTitle
severe_injury_reports_jboysen,Struck by powered vehicle tipping over-nontransport,Unmapped,n/a,No confident IOGP rule match for 'Struck by powered vehicle tipping over-nontransport' in EventTitle
severe_injury_reports_jboysen,"Struck by powered vehicle-nontransport, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by powered vehicle-nontransport, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by powered vehicle-nontransport, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by powered vehicle-nontransport, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck by rolling object or equipment being pushed by another  person,Unmapped,n/a,No confident IOGP rule match for 'Struck by rolling object or equipment being pushed by another  person' in EventTitle
severe_injury_reports_jboysen,Struck by rolling object or equipment being pushed by injured worker,Unmapped,n/a,No confident IOGP rule match for 'Struck by rolling object or equipment being pushed by injured worker' in EventTitle
severe_injury_reports_jboysen,"Struck by rolling object or equipment-other than powered vehicle, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by rolling object or equipment-other than powered vehicle, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by rolling object or equipment-other than powered vehicle, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by rolling object or equipment-other than powered vehicle, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Struck by shifting load during transport, nonroadway",Unmapped,n/a,"No confident IOGP rule match for 'Struck by shifting load during transport, nonroadway' in EventTitle"
severe_injury_reports_jboysen,"Struck by swinging or slipping object, other than handheld, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck by swinging or slipping object, other than handheld, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck by swinging or slipping object, other than handheld, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Struck by swinging or slipping object, other than handheld, unspecified' in EventTitle"
severe_injury_reports_jboysen,Struck by swinging part of powered vehicle,Unmapped,n/a,No confident IOGP rule match for 'Struck by swinging part of powered vehicle' in EventTitle
severe_injury_reports_jboysen,Struck by thrown object-unintentional injury,Unmapped,n/a,No confident IOGP rule match for 'Struck by thrown object-unintentional injury' in EventTitle
severe_injury_reports_jboysen,Struck or run over by rolling powered vehicle,Unmapped,n/a,No confident IOGP rule match for 'Struck or run over by rolling powered vehicle' in EventTitle
severe_injury_reports_jboysen,"Struck, caught, or crushed in collapsing structure, equipment, or material, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Struck, caught, or crushed in collapsing structure, equipment, or material, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Struck, caught, or crushed in other collapsing structure or equipment",Unmapped,n/a,"No confident IOGP rule match for 'Struck, caught, or crushed in other collapsing structure or equipment' in EventTitle"
severe_injury_reports_jboysen,"Sudden start or stop, nonroadway",Unmapped,n/a,"No confident IOGP rule match for 'Sudden start or stop, nonroadway' in EventTitle"
severe_injury_reports_jboysen,"Sudden start or stop, roadway",Unmapped,n/a,"No confident IOGP rule match for 'Sudden start or stop, roadway' in EventTitle"
severe_injury_reports_jboysen,"Thrown, fell, or jumped from animal being ridden",Unmapped,n/a,"No confident IOGP rule match for 'Thrown, fell, or jumped from animal being ridden' in EventTitle"
severe_injury_reports_jboysen,Trampled by or stepped on by animal,Unmapped,n/a,No confident IOGP rule match for 'Trampled by or stepped on by animal' in EventTitle
severe_injury_reports_jboysen,"Transportation incident, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Transportation incident, unspecified' in EventTitle"
severe_injury_reports_jboysen,Trip from stepping into a hole without fall,Unmapped,n/a,No confident IOGP rule match for 'Trip from stepping into a hole without fall' in EventTitle
severe_injury_reports_jboysen,Trip on uneven surface without fall,Unmapped,n/a,No confident IOGP rule match for 'Trip on uneven surface without fall' in EventTitle
severe_injury_reports_jboysen,Trip over an object without fall,Unmapped,n/a,No confident IOGP rule match for 'Trip over an object without fall' in EventTitle
severe_injury_reports_jboysen,"Trip without fall, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Trip without fall, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Trip without fall, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Trip without fall, unspecified' in EventTitle"
severe_injury_reports_jboysen,Vehicle or machinery fire,Unmapped,n/a,No confident IOGP rule match for 'Vehicle or machinery fire' in EventTitle
severe_injury_reports_jboysen,Vehicle struck object or animal in roadway,Unmapped,n/a,No confident IOGP rule match for 'Vehicle struck object or animal in roadway' in EventTitle
severe_injury_reports_jboysen,Vehicle struck object or animal on side of roadway,Unmapped,n/a,No confident IOGP rule match for 'Vehicle struck object or animal on side of roadway' in EventTitle
severe_injury_reports_jboysen,"Walking, without other incident-single episode",Unmapped,n/a,"No confident IOGP rule match for 'Walking, without other incident-single episode' in EventTitle"
severe_injury_reports_jboysen,"Water vehicle incident, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Water vehicle incident, n.e.c.' in EventTitle"
severe_injury_reports_jboysen,"Water vehicle incident, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Water vehicle incident, unspecified' in EventTitle"
severe_injury_reports_jboysen,"Abdominal pain, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Abdominal pain, unspecified' in NatureTitle"
severe_injury_reports_jboysen,"Abrasions, scratches",Unmapped,n/a,"No confident IOGP rule match for 'Abrasions, scratches' in NatureTitle"
severe_injury_reports_jboysen,Allergic dermatitis-acute,Unmapped,n/a,No confident IOGP rule match for 'Allergic dermatitis-acute' in NatureTitle
severe_injury_reports_jboysen,Amputations,Unmapped,n/a,No confident IOGP rule match for 'Amputations' in NatureTitle
severe_injury_reports_jboysen,"Amputations, avulsions, enucleations, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Amputations, avulsions, enucleations, n.e.c.' in NatureTitle"
severe_injury_reports_jboysen,"Amputations, avulsions, enucleations, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Amputations, avulsions, enucleations, unspecified' in NatureTitle"
severe_injury_reports_jboysen,"Anaphylactic shock, anaphylaxis",Unmapped,n/a,"No confident IOGP rule match for 'Anaphylactic shock, anaphylaxis' in NatureTitle"
severe_injury_reports_jboysen,"Anxiety, stress, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Anxiety, stress, unspecified' in NatureTitle"
severe_injury_reports_jboysen,"Asphyxiations, strangulations, suffocations",Unmapped,n/a,"No confident IOGP rule match for 'Asphyxiations, strangulations, suffocations' in NatureTitle"
severe_injury_reports_jboysen,"Avulsions, enucleations",Unmapped,n/a,"No confident IOGP rule match for 'Avulsions, enucleations' in NatureTitle"
severe_injury_reports_jboysen,"Blindness, low vision",Unmapped,n/a,"No confident IOGP rule match for 'Blindness, low vision' in NatureTitle"
severe_injury_reports_jboysen,Blisters,Unmapped,n/a,No confident IOGP rule match for 'Blisters' in NatureTitle
severe_injury_reports_jboysen,"Bruises, contusions",Unmapped,n/a,"No confident IOGP rule match for 'Bruises, contusions' in NatureTitle"
severe_injury_reports_jboysen,"Burns and corrosions, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Burns and corrosions, unspecified' in NatureTitle"
severe_injury_reports_jboysen,"Burns and other injuries, except fractures, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Burns and other injuries, except fractures, unspecified' in NatureTitle"
severe_injury_reports_jboysen,"Burns and other injuries, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Burns and other injuries, n.e.c.' in NatureTitle"
severe_injury_reports_jboysen,Burns and smoke inhalation,Unmapped,n/a,No confident IOGP rule match for 'Burns and smoke inhalation' in NatureTitle
severe_injury_reports_jboysen,Bursitis,Unmapped,n/a,No confident IOGP rule match for 'Bursitis' in NatureTitle
severe_injury_reports_jboysen,"Caisson disease, bends, divers' palsy",Unmapped,n/a,"No confident IOGP rule match for 'Caisson disease, bends, divers' palsy' in NatureTitle"
severe_injury_reports_jboysen,"Cartilage fractures and tears, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Cartilage fractures and tears, n.e.c.' in NatureTitle"
severe_injury_reports_jboysen,"Cartilage fractures and tears, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Cartilage fractures and tears, unspecified' in NatureTitle"
severe_injury_reports_jboysen,Cellulitis and abscess,Unmapped,n/a,No confident IOGP rule match for 'Cellulitis and abscess' in NatureTitle
severe_injury_reports_jboysen,Cerebral and other intracranial hemorrhages,Unmapped,n/a,No confident IOGP rule match for 'Cerebral and other intracranial hemorrhages' in NatureTitle
severe_injury_reports_jboysen,"Chemical burns and corrosions, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Chemical burns and corrosions, unspecified' in NatureTitle"
severe_injury_reports_jboysen,Chest pain,Unmapped,n/a,No confident IOGP rule match for 'Chest pain' in NatureTitle
severe_injury_reports_jboysen,Concussions,Unmapped,n/a,No confident IOGP rule match for 'Concussions' in NatureTitle
severe_injury_reports_jboysen,"Convulsions, seizures",Unmapped,n/a,"No confident IOGP rule match for 'Convulsions, seizures' in NatureTitle"
severe_injury_reports_jboysen,"Coughing and throat irritation- toxic, noxious, or allergenic effect",Unmapped,n/a,"No confident IOGP rule match for 'Coughing and throat irritation- toxic, noxious, or allergenic effect' in NatureTitle"
severe_injury_reports_jboysen,Crushing injuries,Unmapped,n/a,No confident IOGP rule match for 'Crushing injuries' in NatureTitle
severe_injury_reports_jboysen,Cuts and abrasions or bruises,Unmapped,n/a,No confident IOGP rule match for 'Cuts and abrasions or bruises' in NatureTitle
severe_injury_reports_jboysen,"Cuts, lacerations",Unmapped,n/a,"No confident IOGP rule match for 'Cuts, lacerations' in NatureTitle"
severe_injury_reports_jboysen,"Damage to prosthetic devices, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Damage to prosthetic devices, n.e.c.' in NatureTitle"
severe_injury_reports_jboysen,"Dermatitis and reactions affecting the skin-acute, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Dermatitis and reactions affecting the skin-acute, unspecified' in NatureTitle"
severe_injury_reports_jboysen,Dislocation of joints,Unmapped,n/a,No confident IOGP rule match for 'Dislocation of joints' in NatureTitle
severe_injury_reports_jboysen,"Dislocations, n.e.c.",Unmapped,n/a,"No confident IOGP rule match for 'Dislocations, n.e.c.' in NatureTitle"
severe_injury_reports_jboysen,"Dislocations, unspecified",Unmapped,n/a,"No confident IOGP rule match for 'Dislocations, unspecified' in NatureTitle"
